Year,Month,Day,TotalPrecip,SolarHours,AvgCloud,MinTemp,AvgTemp,AvgSeaLevelPressure,AvgWindSpeed
1997,8,10,0,2.2,6.3,25.4,29.5,28.3,5.3
1997,8,11,0,11.5,3,25.4,30.4,28.2,2.9
1997,8,12,0,9.8,8,26.2,28.7,28.1,4
1997,8,13,0.5,0,10,23,24.8,26.6,4
1997,8,14,0,1.9,8.5,22.4,24.2,24,6
1997,8,15,0,6.5,5.5,22.4,24.8,24.5,5.3
1997,8,16,0,10,3.8,21.7,25.5,24.9,4.1
1997,8,17,0,9.8,2.5,23.3,26.5,24.9,3.2
1997,8,18,0,10.4,5.8,23.5,28,24.3,2.7
1997,8,19,0,9.3,4.5,24.8,28.3,25.3,2.5
1997,8,20,0,8.3,5.5,25.4,27.9,26.9,2.4
1997,8,21,0,10.4,9.3,24.7,27.6,28.5,2.9
1997,8,22,0,8.9,6.3,26,28.5,27.1,5.1
1997,8,23,0,12.4,2.5,24,27,22.7,4.1
1997,8,24,0,11.7,1.3,21.9,25.8,21.7,3.3
1997,8,25,8,8.1,7,22.1,24.7,22.5,2.6
1997,8,26,0,10.3,6.5,22.3,25,22.5,3.5
1997,8,27,1,5.5,5.3,21.8,24.3,21.7,3.4
1997,8,28,0,11.8,0.8,21,24.6,21.3,2.7
1997,8,29,0,8,2.5,20.8,25.9,22.1,3.8
1997,8,30,0,10.2,7,22,25.4,23,2.9
1997,8,31,0.5,0,8.8,20.4,24.2,18.6,2.3
1997,9,1,0,8.3,5.5,24.2,27.6,24.6,3.8
1997,9,2,0,8.9,6.8,23.6,27.8,25.4,3.2
1997,9,3,14.5,0.8,9,21.9,25.3,25.7,4.2
1997,9,4,0,9.1,6.8,20.4,23.1,18.7,3.3
1997,9,5,0,2.7,9.8,19.9,23.2,19.9,2.8
1997,9,6,6.5,0,10,21.1,22.3,22.5,3
1997,9,7,37,0,10,22.1,23.6,26.6,3.3
1997,9,8,14,2,10,22.2,24.3,26.7,3
1997,9,9,0,5.6,6.5,22.1,25.3,25.7,2.4
1997,9,10,0,10.5,4.8,21.6,25.2,23.5,3.1
1997,9,11,0,8.4,6.8,21.6,24.4,22.9,3.2
1997,9,12,0,7.4,8.3,22.2,23.9,21.8,6.1
1997,9,13,46.5,6.2,7.8,21.1,23.9,21.7,5.6
1997,9,14,83,0,10,17.4,19.4,21.7,4.8
1997,9,15,0,0,10,16.7,18.8,17.9,6.1
1997,9,16,3,0,10,17.5,20.1,19.3,5.5
1997,9,17,18,0,9.8,20.1,22,24.1,3.9
1997,9,18,3,0.1,10,20.5,21.8,24.7,3.9
1997,9,19,5.5,4.5,5.8,16.1,19.7,18.4,5.3
1997,9,20,0,7.9,4.8,14,19.2,15.5,2.8
1997,9,21,0,2,9.3,18.1,20.5,16.6,2.2
1997,9,22,0,0,10,18,18.9,18.3,3.5
1997,9,23,0,0.8,10,17.2,18.7,17.6,4.7
1997,9,24,1,2.1,9.3,15.9,18.2,15.5,4.4
1997,9,25,8,5.1,8,14.2,18,16.3,1.7
1997,9,26,10.5,0.1,10,16.4,19.5,18.3,4
1997,9,27,7.5,1.6,9.3,16.9,19.4,14.7,7.7
1997,9,28,0,9.1,6.3,14.7,17.7,12.8,3
1997,9,29,0.5,4.3,5.5,13.7,16.7,11.9,2.7
1997,9,30,0,11,1.3,11.6,17,12.5,3.4
1997,10,1,0,10.9,1,11.5,17.9,12,3.6
1997,10,2,0,1.7,8.5,14.9,18.8,14,2
1997,10,3,0,9.9,4.5,14.3,19.3,14.8,2.4
1997,10,4,0,3.4,6.5,16.5,20.2,16,2
1997,10,5,12.5,2.3,9.5,15.7,18.1,16.4,3.3
1997,10,6,0,9.4,2,12,17,12.1,3.6
1997,10,7,19,8.5,7.8,14.2,18.9,13.8,3.7
1997,10,8,16,1.5,9,11.6,15.5,13.2,5.2
1997,10,9,0,10.8,1,8.9,14.3,9.2,2.2
1997,10,10,0,9.1,2.3,11.3,18.7,10,5.1
1997,10,11,26.5,3.4,8.5,12.5,16.2,12.3,5.6
1997,10,12,16.5,1.9,9.5,9.9,12.7,10.9,3.9
1997,10,13,0,5.7,7.5,10.2,15,10.6,4.7
1997,10,14,16,1.3,7.3,11.1,16.1,12.3,4.9
1997,10,15,5.5,5.2,6.3,11.7,15.4,11.7,4
1997,10,16,0,10.7,5.5,10.9,14.2,10,2.6
1997,10,17,0,9.4,1.3,10,16.2,11.4,3.3
1997,10,18,0,7.2,5.3,12.1,18.1,13.2,4.6
1997,10,19,0,10.3,0,12.1,17.1,12.7,2.7
1997,10,20,0,9.1,0,15.6,21.4,12.8,7.2
1997,10,21,0,9.4,0,14.8,22.5,11,5.7
1997,10,22,0,9.8,1,14.1,17.3,14.4,5.4
1997,10,23,0,6.5,2.8,11.4,17,14.5,1.9
1997,10,24,0,9.3,0.8,13.5,19.1,15.4,2.5
1997,10,25,10,2.7,7.8,12,16.7,12.4,6.3
1997,10,26,9.5,1.2,6.5,9.8,12.7,8.8,7.5
1997,10,27,17.5,1.7,9.5,8.4,10.7,9.3,8
1997,10,28,2.5,6.4,7.8,8.6,11.9,9.5,2.6
1997,10,29,5.5,2.4,7.8,9.2,13.3,10,5
1997,10,30,34,0.5,8,10.6,13.1,10.9,6.5
1997,10,31,41.5,3.3,10,5.1,8.7,8.8,5.3
1997,11,1,5.5,0.6,8.3,5.8,9,8.7,3.8
1997,11,2,0,10.1,1,5.1,10.1,8.1,1.8
1997,11,3,0,10.1,0,6.6,11.8,9.3,2.1
1997,11,4,0,10,1.8,6.4,13.2,8.6,2.4
1997,11,5,8,2.7,9.3,9.5,11.8,9.9,3.1
1997,11,6,0,7,4.8,7.6,11,8.1,2.4
1997,11,7,0,7.4,5.3,6.6,10.6,8.1,3.4
1997,11,8,0,8.1,5.3,7.5,10.7,8.2,2.6
1997,11,9,0,7.8,3.3,7.2,11.2,8.4,2.4
1997,11,10,0,9.3,0.8,5.5,11.1,8.3,1.8
1997,11,11,4,8.3,3,9,14,11.4,2.8
1997,11,12,0,6.4,4.5,7.5,15.2,9.7,2.8
1997,11,13,21.5,0,10,13.1,14.2,14.5,5
1997,11,14,5,1.3,10,13.1,15,14.8,2.4
1997,11,15,1.5,6.1,8.3,12.5,14.8,14,4.3
1997,11,16,0,2.6,8,10.1,14.5,13,2.5
1997,11,17,42,0,10,10.7,12.9,13.5,4.7
1997,11,18,38,0.1,9.5,4.9,9.3,7.7,9
1997,11,19,0.5,2.9,5.5,5.6,8.2,7.3,3.1
1997,11,20,0,1.8,7.8,5.3,11,8.2,2.3
1997,11,21,0,4.4,8.3,6.8,12.7,9.5,3
1997,11,22,43.5,0,10,11.4,13.1,13.8,4.1
1997,11,23,6,0.1,8.3,6.5,10.6,8.6,5.8
1997,11,24,0,7,2.5,5.3,9.3,7.2,2.2
1997,11,25,0.5,4.5,6.8,4,11.2,8.2,2.7
1997,11,26,31.5,0,10,12.4,18.5,15.9,6.5
1997,11,27,3.5,0.9,9,8.8,13.5,11.5,6.1
1997,11,28,0,0.3,10,7.6,10.7,9.2,5.7
1997,11,29,10,0.6,9.8,10.1,15.6,14.9,4.6
1997,11,30,6.5,0,7.8,6,10.6,10.2,5.8
1997,12,1,20.5,5.6,7.5,4.8,9.8,8.2,4.5
1997,12,2,30,0.3,10,-0.1,5.9,7.4,10.7
1997,12,3,9.5,0.6,10,-0.1,1.6,5.6,5
1997,12,4,0,7.2,5,0.6,4.2,5.6,2.7
1997,12,5,0,6.6,2.3,1.9,7.2,7.2,2.4
1997,12,6,0,6.8,5.3,2,8,7,2.8
1997,12,7,14,0,10,8.6,14,13.7,3.4
1997,12,8,24,0,10,10.3,13.1,14.1,3.7
1997,12,9,18.5,1.4,10,6.6,8.8,9.1,7.3
1997,12,10,22,0,10,0.6,3.6,6.6,9.4
1997,12,11,12,7.4,6.8,0.7,4.3,5.5,8
1997,12,12,16,2.4,9.5,1.1,4.2,6.8,6.9
1997,12,13,1,0.8,9.5,1.5,3.9,6.3,3.5
1997,12,14,0,4.8,5.3,0.7,6.1,6,2.2
1997,12,15,14.5,0.4,9.3,6.8,9,7.7,8.1
1997,12,16,0,3.1,7.3,3.8,6.9,7,2
1997,12,17,2,0.3,10,2.1,6.5,7.5,2.1
1997,12,18,4,0.5,8.8,6.9,9.6,9.3,3.8
1997,12,19,0,8.3,1,5,10.2,8.1,4.1
1997,12,20,0.5,0.3,9.8,6.2,11.9,9.7,4.9
1997,12,21,0,3.6,7.5,4.2,7,6.5,4.9
1997,12,22,0,2.2,9.5,2,4.7,5.1,3
1997,12,23,0,0,10,4.2,5.6,6.8,3.7
1997,12,24,0.5,0.7,10,3.5,6.2,7.1,4.7
1997,12,25,0,9.1,1.3,2.5,6.2,6.2,4.9
1997,12,26,0,5.4,4.5,1.7,6.6,5.9,2.8
1997,12,27,0.5,3.1,8.3,6.4,10.3,9.3,3.8
1997,12,28,2.5,2,9,3.9,6.7,8,3.8
1997,12,29,0,8.7,4.8,1.8,5.8,5.7,3.9
1997,12,30,19,0,10,4.9,7.1,8.1,2.9
1997,12,31,5.5,3.9,6.3,3.8,5.9,5.9,2.6
1998,1,1,2.5,0.4,9.8,5.9,7.7,7.1,5.3
1998,1,2,6,3.3,8.3,5.5,8,7.7,4.9
1998,1,3,0,2,9.8,6.5,9.8,6.6,5.4
1998,1,4,7,0.2,10,2.6,7.7,7.1,7.7
1998,1,5,40,1.5,8.5,0.8,2.7,6.5,5.9
1998,1,6,11.5,0.2,10,0.8,4.4,6.2,12.1
1998,1,7,3.5,1.6,8.5,2.1,3.7,6.5,4.1
1998,1,8,20,0,10,0.4,2.4,6.7,4.3
1998,1,9,1,0.5,9.5,1.6,3.2,6.3,3.1
1998,1,10,6,2.6,10,2.5,5.3,6.8,3.9
1998,1,11,0,0,10,3.5,4.9,7.3,4
1998,1,12,5.5,1.3,9.8,1.3,3.1,6.9,3.6
1998,1,13,1.5,3.7,7.5,2,4.1,6.1,2.6
1998,1,14,0,0.5,10,1.4,4.7,6.2,5.1
1998,1,15,29.5,0,10,1.8,3.6,7.3,6.1
1998,1,16,1.5,4.8,6.3,2.3,5.2,7.5,2.8
1998,1,17,0.5,7.3,9,1.7,5.6,7,4.2
1998,1,18,27,0,10,6.2,7.2,9.2,3.9
1998,1,19,6,0.8,10,-0.3,2.4,5.7,10.4
1998,1,20,21.5,0.5,10,0.3,1.3,6,6.8
1998,1,21,8.5,0.3,10,1,3.2,5.9,8.5
1998,1,22,3,0,10,1.1,3.2,5.9,5.7
1998,1,23,10,0,10,1,3.4,6.7,4.1
1998,1,24,12.5,1.1,9.8,-2.6,0.6,4.9,10.6
1998,1,25,9.5,1.2,9,-2.4,0,5.2,5.4
1998,1,26,23,0,10,0.2,1.4,6.4,5.8
1998,1,27,5.5,4.7,9.3,-1,1.1,5.7,3.9
1998,1,28,9,1.1,10,-0.8,1.2,5.9,
1998,1,29,3,1.2,9.8,-1.1,0.8,5.3,
1998,1,30,4,5.3,9,-0.9,4.3,5.3,5.3
1998,1,31,8.5,0,10,0.8,3.3,6.6,6.2
1998,2,1,0.5,5.2,9.3,-0.1,2.1,5,2.6
1998,2,2,0,8.4,3,-0.2,4.1,4.5,2.5
1998,2,3,5.5,1.3,9.5,3.2,7.1,6.9,3.4
1998,2,4,11.5,0,10,-0.7,0.5,5.8,3.3
1998,2,5,2.5,6.1,7.3,-1.1,2.1,5.1,3.1
1998,2,6,1.5,3.7,9.3,0.8,4.7,6.1,4.4
1998,2,7,6,2,9.5,3,5.7,7.1,2.7
1998,2,8,11,1.4,6.8,0.9,3.3,5.7,9
1998,2,9,3,0.4,9,1.7,3.2,6,6.2
1998,2,10,8.5,0,10,0.2,1.5,5.5,4.7
1998,2,11,0,10.2,2.8,-0.4,3.3,4.7,2.6
1998,2,12,2,0.4,7.3,0.5,10.8,9.2,7.1
1998,2,13,0,9.4,0.8,2.8,7.6,7.8,3.8
1998,2,14,17.5,0,9.8,3.9,6.6,8.4,5.3
1998,2,15,2,0.9,9.5,2.7,3.8,6.5,4.1
1998,2,16,0,5.4,6.8,0.3,4.9,6,2.8
1998,2,17,15,0.8,9.8,0.5,3.1,5.6,5.8
1998,2,18,0,8.8,4.3,-0.2,3.3,4.6,3.9
1998,2,19,0,9.8,2,-0.4,7.6,6,2.3
1998,2,20,24.5,0,10,7,9,10,4.6
1998,2,21,4,0,10,3.7,6.3,7.2,6.9
1998,2,22,0,5.5,5,1.1,4.3,5.5,5.2
1998,2,23,0,10.3,3.5,-0.9,5.1,6.5,4.2
1998,2,24,0,0,10,4.7,7,7.1,6.6
1998,2,25,0,3,10,5,8.2,8.5,2.8
1998,2,26,2.5,0,10,7.2,8.3,9.7,3.1
1998,2,27,1,9.5,3.8,4.9,8.4,7.7,3.1
1998,2,28,7.5,2.3,9,2.8,6.5,7.5,3
1998,3,1,7.5,0.4,10,3.3,5.6,7.9,3.2
1998,3,2,0,10.3,2.5,2.7,6.3,6.1,2.4
1998,3,3,0,10.7,1,1.4,6.6,5.7,2
1998,3,4,0,9,5,2.9,7.5,7,4.1
1998,3,5,0,0,10,4.8,5.8,6.8,6.3
1998,3,6,0.5,7.6,5.8,2.1,7.2,7.1,3.8
1998,3,7,3,1.8,8.8,1.8,5.3,5.6,6.4
1998,3,8,0,10.1,5.5,2.2,4.7,4.5,2.3
1998,3,9,0,8.3,7.8,0.9,6.4,5.8,4
1998,3,10,0,8.1,7,2.4,5.1,4.8,7.2
1998,3,11,3.5,4.4,8,2.6,7.4,6.7,5.5
1998,3,12,14.5,0,10,6.9,8.6,9.7,5.3
1998,3,13,0,8.6,5.5,4.1,8.4,7.5,4.4
1998,3,14,0,5.4,7,5.2,10,7.5,6.6
1998,3,15,20.5,1.5,9.5,0.2,2.6,5.3,5.2
1998,3,16,0,5.3,9.3,0,4.9,5.5,3
1998,3,17,0,3.9,6.3,0.5,4.4,5.9,4.1
1998,3,18,0,10.7,0.5,-1.1,4.2,4.9,3.1
1998,3,19,0.5,6.1,7.5,1.2,11.3,6.1,3.6
1998,3,20,19.5,0,10,6.3,11.2,9.7,8.8
1998,3,21,0.5,3.4,10,4.9,7.1,6.3,2.6
1998,3,22,4.5,3.5,7,3.8,6.1,6.5,3.6
1998,3,23,1,8,5.5,2.6,6,5.6,3.1
1998,3,24,0,10.1,4.5,4.1,8.2,6.4,3.3
1998,3,25,0,6.7,8.5,4.9,9.1,6,2.3
1998,3,26,0,10.1,4.8,4.9,10.1,7.5,2.7
1998,3,27,23.5,0,10,9.2,10.7,12.1,2.3
1998,3,28,0.5,4.8,8.8,9.2,11.7,11.3,2.7
1998,3,29,0,9.4,2.3,6.9,13.6,6.8,3.7
1998,3,30,0,8.4,5.3,8.1,13.8,8.6,3.5
1998,3,31,1,0,8.5,4.9,8.4,9.1,4.7
1998,4,1,40,0,9,0.8,3.4,6.2,6.1
1998,4,2,29,0.8,10,1.5,4.6,7.6,3.6
1998,4,3,0,4.6,7,2.4,5.8,6,2.6
1998,4,4,0,11.6,0.3,1.5,9.5,6.5,2.7
1998,4,5,0,3,8.3,6.2,13.4,8.8,2.8
1998,4,6,7,0,10,11.2,12.2,13,3.8
1998,4,7,1,0.6,10,10.8,12.7,13.1,3
1998,4,8,1,0,10,10.8,12.1,12.6,3.9
1998,4,9,25,0,10,10.9,11.7,13.5,2.7
1998,4,10,0,9.1,4.5,10.3,12.3,11.4,2.6
1998,4,11,0,11.3,0,8.2,14.2,11.4,3.8
1998,4,12,0,10.2,4.3,10.7,19.1,12.5,3.2
1998,4,13,0.5,2.6,10,19.3,25.8,17.1,9.3
1998,4,14,34,0,10,13.5,16,17.1,3.2
1998,4,15,30,0,10,12.8,14,14.8,5
1998,4,16,0,8,5,10.7,12.6,11.2,4
1998,4,17,0,3.3,6.5,10.5,14.3,12.7,4.1
1998,4,18,0,0.9,8.5,11.9,14.8,13.9,3.1
1998,4,19,0,6.7,5.8,13,15.9,13.1,3.5
1998,4,20,0,10.7,2.5,11.6,19.3,11.1,2.4
1998,4,21,0,1.7,9,14.9,19.8,13,2.7
1998,4,22,0,4.3,9.5,17.3,21.7,14.5,2.8
1998,4,23,1,0.1,10,18.4,20.6,18.8,1.8
1998,4,24,2,1.5,9.5,18.7,21.4,21.3,2.1
1998,4,25,7.5,0,10,11.8,15,17,3.1
1998,4,26,2,0,10,10.5,11.2,12.2,4.2
1998,4,27,0,7.3,5.3,9.9,13.7,12.4,4.2
1998,4,28,0,9.1,7.5,11.7,16.4,14.5,2.5
1998,4,29,0,4.9,9,15.7,19.9,15.4,4.3
1998,4,30,0,12.2,4.3,13.4,16.8,11.8,7.2
1998,5,1,0,10.5,4,13.1,20.9,13.4,4
1998,5,2,0.5,7.9,8.3,17.3,26,17.7,8.1
1998,5,3,50,0,10,12.3,16.1,17.6,6.1
1998,5,4,0,10.9,3.3,11.2,14.5,12.9,3.6
1998,5,5,0,11.4,5.8,12.5,19.1,14.3,3.6
1998,5,6,0,6,7,17.4,21.5,18,2.4
1998,5,7,16,4.3,5.3,19,22.6,22.6,2.4
1998,5,8,58.5,0,10,14.6,18.1,20.1,4.3
1998,5,9,0,10.5,9.5,12.4,16.3,11.2,3.9
1998,5,10,0,3.9,10,13.6,16.6,12.1,3.8
1998,5,11,11.5,2.3,9.8,12,14.1,11.5,4.7
1998,5,12,90,0,10,13,18.8,19.4,5.3
1998,5,13,0.5,1,9.8,14,16.6,16.2,4.4
1998,5,14,0,11.7,5,11.6,15.7,14.1,3.4
1998,5,15,0,12.1,6,12.6,17.8,13,4
1998,5,16,6,3.4,9.8,15,19.4,16.8,2.3
1998,5,17,4,5.2,8.5,16.6,20.7,19.8,3
1998,5,18,6,0,10,17.2,19,18.3,2.7
1998,5,19,0,12,3,16.1,19.3,16.7,2.3
1998,5,20,0,12.9,0.8,13.9,18.6,15.5,3
1998,5,21,0,12.9,0,14,19.1,15,3
1998,5,22,0,13,0.8,15.2,21.2,15.5,2.7
1998,5,23,0,8.6,7.8,18.3,23.3,16.7,2.5
1998,5,24,14.5,0,8.3,17.7,19.8,18.1,3.1
1998,5,25,38.5,0,10,14.9,16.9,18.5,4
1998,5,26,0,2,7,14.3,17.3,14.9,3.7
1998,5,27,0,12.5,1.3,13.9,18.4,15.9,2.9
1998,5,28,0,11.9,7.5,15.1,22.3,17.4,3.4
1998,5,29,6,0.2,10,18.9,20.8,21.7,3.2
1998,5,30,0.5,4.6,9.3,18.6,20.4,20.9,3.2
1998,5,31,0,12.7,7,14.5,19.9,11,2.9
1998,6,1,0,10.9,6.5,14.3,21.5,9.9,4.2
1998,6,2,0.5,0,10,18.1,20,16.4,2.4
1998,6,3,1,0.2,10,18,20.5,19.9,2.9
1998,6,4,0,4.9,9.8,16.6,18.8,16.8,7.4
1998,6,5,1.5,0,10,15.7,16.7,16,3.1
1998,6,6,0,4.1,7.5,15.4,17.7,15.7,4.1
1998,6,7,0,0.9,9.3,15.1,17.9,16.7,2.2
1998,6,8,0,10.7,6.8,15,21.2,17.6,2.6
1998,6,9,2,3.1,10,18.6,21.6,20.2,3.4
1998,6,10,11,1,10,18.4,20.5,21.5,2.1
1998,6,11,0.5,2.2,8.8,18.4,19.8,19.6,4.1
1998,6,12,0,9.8,8,18.4,21,19.2,4.8
1998,6,13,8.5,0.2,10,18.6,20.1,20.5,4.9
1998,6,14,16.5,0.1,9.5,18.7,20.9,23.1,3.3
1998,6,15,8.5,0,10,18,18.9,20,7.6
1998,6,16,0,3.7,8.5,17.5,19.6,18.8,4.2
1998,6,17,0,13,4.3,18.6,21.4,20,5.1
1998,6,18,0,8.4,6.8,18.5,21.9,21,4.5
1998,6,19,17,0,10,19.4,22.6,23.9,5.1
1998,6,20,5,4.2,9.8,19,20.5,21,4.4
1998,6,21,14.5,0,9.8,17.8,19.2,20,5.9
1998,6,22,1,0,10,18.1,19.2,21.4,3.5
1998,6,23,0,0.7,10,17.8,19.8,20,2.1
1998,6,24,0.5,5.2,9.8,18.9,23.8,23.1,2
1998,6,25,18.5,3.3,10,21.7,25.6,26.8,2.2
1998,6,26,0,1,10,23.6,28.5,25.8,4.4
1998,6,27,48.5,0,10,22.2,26.1,27.3,6.5
1998,6,28,23,0.1,10,20.3,23.4,27.1,4.4
1998,6,29,0,0,10,19.9,21.1,23.7,3.5
1998,6,30,0,5.6,6.8,19.8,21.8,22.9,3.1
1998,7,1,0.5,1.4,10,20.1,25.3,24.5,2.6
1998,7,2,5.5,5.6,6.5,23.8,26.8,27.5,4.5
1998,7,3,1,6.7,9.8,25.7,28.9,26.5,5.6
1998,7,4,4,3.2,8,23,26.4,27.5,5.5
1998,7,5,1,10,7.3,22.7,24.9,26.7,3.3
1998,7,6,0,2.6,8.5,23.6,25.2,27.2,2.9
1998,7,7,0,7.3,9.3,23.2,27.6,24.6,3.1
1998,7,8,0,9.9,9.8,25,29,25,5.3
1998,7,9,13.5,0,9.8,24.4,26.1,28.2,5.5
1998,7,10,62.5,0,10,23.3,24.1,28.9,4.7
1998,7,11,2.5,0.3,10,21.5,23.7,26.9,3.1
1998,7,12,2.5,0.5,10,19.5,21.5,22.4,3.2
1998,7,13,0,1.8,10,19.8,21.7,22.1,3.5
1998,7,14,0,10.3,8.8,18.4,22,20.7,4.4
1998,7,15,0,3,10,20.1,23.5,22.5,3.6
1998,7,16,1,0,9.8,21.6,23,25.3,3.1
1998,7,17,0,9.5,6.3,20.5,24.5,23.8,3.9
1998,7,18,0,9.8,5,21.4,23.8,23.6,3
1998,7,19,0,9.4,4.5,20.7,26.8,23.9,3.1
1998,7,20,0.5,0,10,22.9,24.4,26.4,3.2
1998,7,21,0,6.6,9.5,23.1,26.4,25.8,2.8
1998,7,22,0,2.3,10,23.4,25.6,26.5,2.2
1998,7,23,0,8.1,8.8,24.1,26.1,27.6,3.6
1998,7,24,4,3.4,10,24.1,26.3,29.3,4
1998,7,25,0,10.5,7.5,24.3,27.5,28.2,3.4
1998,7,26,0,6.1,10,24.9,28.6,27.8,2.9
1998,7,27,0,3.1,7.5,25.3,28.5,29.1,2.2
1998,7,28,6,2.6,7.3,25.7,27.2,29.7,2.2
1998,7,29,3.5,0.6,10,24.8,27.4,30.1,2.6
1998,7,30,19,4.6,7.5,23.8,26.1,29.6,3.6
1998,7,31,0,4.2,10,24.5,25.9,28.3,3.1
1998,8,1,0,2.7,10,24,28.1,29.2,2.2
1998,8,2,44.5,1.1,10,23.4,28,30.1,4
1998,8,3,11,1.6,10,24.5,27.9,31,3.5
1998,8,4,0,0.5,10,26.4,27.8,31,4.5
1998,8,5,5,6,10,25.8,27.4,31.6,3.1
1998,8,6,5,1,9.3,24.9,28.1,29.6,4.1
1998,8,7,61.5,5.3,9,24.5,27.1,31,4.4
1998,8,8,0,2.2,10,23.6,25.5,26.1,2.9
1998,8,9,0,8.7,8,22.3,25.1,24,4.4
1998,8,10,0,9.9,7,21.2,24.6,22.7,3.3
1998,8,11,0,2.1,8,22.4,27.5,26.5,2.8
1998,8,12,49.5,0,10,24.3,26.4,31.6,4.5
1998,8,13,63.5,0.6,10,24.8,26.8,31.9,5.3
1998,8,14,29,10.7,9,23.9,27,29.9,3.2
1998,8,15,1,0,10,24.1,26.9,28.8,2
1998,8,16,20.5,0,10,25.8,28.6,31,6.4
1998,8,17,53.5,0,9.8,23.7,25.8,31.2,3.7
1998,8,18,0,1,10,23.6,25.5,28.6,3.4
1998,8,19,0,2.6,9.8,24.7,26.9,29.7,4.4
1998,8,20,0,8,5.5,24.5,26.7,27.3,3.8
1998,8,21,0,7.6,8.3,23,25.4,24.7,3
1998,8,22,0,12.1,3,21.3,25.2,23.2,4.3
1998,8,23,0,10.4,0.5,21.9,27.7,23.8,2.6
1998,8,24,0,5.3,5,24,29.2,23.7,3
1998,8,25,2,5,7.3,24.8,27.3,28,2.5
1998,8,26,0,3.2,9,24.5,26.3,26.9,3.5
1998,8,27,17,1.9,9,22.8,25.6,28.1,3.7
1998,8,28,8,0,10,22.1,23.2,26.2,3.8
1998,8,29,0,0,10,21.7,23.5,25.3,4.8
1998,8,30,1,0,10,22.2,23.7,27.8,3.1
1998,8,31,1,0.1,9.5,22.8,24.3,28,3.2
1998,9,1,4.5,1.1,10,21.7,24.2,26.6,3.1
1998,9,2,0,7.3,8.8,21.5,24.4,24.4,3.1
1998,9,3,0,9.3,5.8,21.2,24.1,22.8,3.1
1998,9,4,0,8.5,3.3,19.9,23.4,22.6,2.9
1998,9,5,0,9.5,6.8,19.6,23.7,22.4,2.6
1998,9,6,0,0,10,22.2,25.3,21.5,2.6
1998,9,7,0,1.9,6.8,20.5,24.1,21.4,1.6
1998,9,8,0,9.2,1.3,21.8,25.3,24.9,2.4
1998,9,9,0,11.3,0.8,21.6,24.9,24.3,2.2
1998,9,10,0,10.2,2,20.6,24.6,22.8,3
1998,9,11,0,3.5,8,20.2,24.6,22.9,2.8
1998,9,12,0,8.2,3.3,22.6,25.5,25.3,2.9
1998,9,13,0,9.6,3,21.8,25.1,24.4,4.5
1998,9,14,0,10.7,0.8,22.1,25.9,25.3,2.5
1998,9,15,11.5,0.7,7,22.9,24.3,27,3.6
1998,9,16,62.5,3.1,8.8,20.2,23,24.7,6.7
1998,9,17,13,0.3,10,20,21.7,22.8,5
1998,9,18,0,1.9,10,20,23.6,25,3.4
1998,9,19,0,2.3,8.5,23,26.2,27.4,3.1
1998,9,20,0,10.9,0.5,21.6,27,24.8,2.4
1998,9,21,16.5,2.8,7.8,23.2,25.5,26.6,3.5
1998,9,22,143.5,0,10,21.7,23.7,28.2,5.2
1998,9,23,13,0.4,10,20.6,22.1,23.9,4.9
1998,9,24,9,0,8.5,21.3,23,25.4,3.4
1998,9,25,47.5,0,10,19.3,20.5,23.6,2.6
1998,9,26,0,2.7,8.3,18.4,21.9,22.1,2.8
1998,9,27,0.5,0,10,19,21.4,20.6,2.4
1998,9,28,0,0,10,19.9,22.1,22.3,2.7
1998,9,29,3.5,0,10,20.4,22,23.3,2.7
1998,9,30,1,0,10,21.8,23.5,25.3,2.9
1998,10,1,6.5,2,10,21.9,25.5,27.2,2.7
1998,10,2,16,0.1,9,19.5,22,23,4.6
1998,10,3,0,8,5,16.7,21.4,19.4,3.5
1998,10,4,0,5.3,6.5,15.8,20.3,17.7,4.6
1998,10,5,0,8.7,6.5,14,19.1,16.7,3.5
1998,10,6,0,7.7,9.8,18.1,22.4,20.8,2.3
1998,10,7,8,0,10,18.5,20.6,21.7,4.3
1998,10,8,31.5,3.5,8,17.5,20.2,20.2,3.8
1998,10,9,0,8.7,4,16.9,19.8,17.7,2.5
1998,10,10,0,9,1.8,15,19.3,16.4,2.8
1998,10,11,0,10,1.5,14.7,19.3,15.2,4
1998,10,12,0,1.7,8.5,16.3,20.1,16.8,2.5
1998,10,13,14,0,10,16.5,18.5,16.8,2.7
1998,10,14,3,1.6,9.5,16.8,22,22.4,3.1
1998,10,15,13,2,9.5,20,23.7,23.4,5.4
1998,10,16,30.5,0,10,18,19,21.1,3.5
1998,10,17,31,0,10,18.1,19.4,21.7,4.9
1998,10,18,25,0,9.3,18,21.2,21.5,8.2
1998,10,19,1.5,1.7,7.8,15.9,18.8,14.9,5.3
1998,10,20,0,1.3,10,14.3,16.3,12.8,4.8
1998,10,21,0,0,10,14.3,16,13.9,4.5
1998,10,22,0,2.1,7.5,13.4,16.4,15.2,3.9
1998,10,23,21.5,0,10,13.9,16.9,15.8,2
1998,10,24,0,3.8,6,15.7,17.8,16.4,2.1
1998,10,25,0,7.6,2.5,14.1,17.2,14.3,2.4
1998,10,26,5.5,0.9,4.5,12.1,15.4,13.1,4.1
1998,10,27,2,3.6,5.8,10.4,15.7,12.9,2.9
1998,10,28,0.5,6.4,4.5,15.4,18.4,15.2,3.5
1998,10,29,0,5.4,5.5,14,18,14.8,2.7
